track_file; hashed_config; timestamp of the run; had_video; was_guided; was_force_merge_allowed; distance_from_calculated_arena; min_trace_length; bee_max_step_length; bee_max_step_len_per_frame; min_trace_length_to_merge; max_trace_gap; max_overlap_length; max_step_distance_to_merge_overlapping_traces; min_step_distance_to_merge_overlapping_traces; max_shift; force_merge_vicinity_distance; vicinity_of_short_traces; maximal_distance_to_check_for_trace_swapping; max_trace_gap_to_interpolate_distance; screen_size; loaded traces; inside arena; zero length; jumps forth and back fixed; traces swapped; after first gaps and redundant; after merging overlapping traces; population size; ;file_id 
../data/Video_tracking/190916/20190916_122643082_1BEE_generated_20210608_090120_nn.csv; 3282990644793373777; 2023-03-27 15:08:15.760405; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 200; 508; 200; 100;  50; [[0, 900], [0, 900]]; 391; 391; 273; 16; 0; 24; 20; 1; ;11 
../data/Video_tracking/190916/20190916_122643082_1BEE_generated_20210608_090120_nn.csv; 273294897399109140; 2023-04-16 19:40:43.594051; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 43; 90; 508; 200; 100;  50; [[0, 900], [0, 900]]; 391; 391; 273; 16; 0; 24; 21; 1; ;11 
../data/Video_tracking/190916/20190916_122643082_1BEE_generated_20210608_090120_nn.csv; 1695910011231050619; 2023-04-20 11:43:51.301141; False; False; False; 49; 100; 70; 20; 50; 100; 172; 120; 43; 90; 508; 200; 100;  50; [[0, 900], [0, 900]]; 391; 391; 273; 16; 0; 24; 21; 1; ;11 
11
../data/Video_tracking/190916/20190916_160703748_1BEE_generated_20210611_111022_nn.csv; 5537095342118715238; 2023-03-16 02:15:30.369167; False; False; False; 50; 100; 70; 20; 50; 100; ; 120; 49; 0; 508; 200; 100;  50; [[0, 900], [0, 900]]; 123; 123; 24; 8; 0; 13; 13; 1; ;12 
../data/Video_tracking/190916/20190916_160703748_1BEE_generated_20210611_111022_nn.csv; 3282990644793373777; 2023-03-21 17:16:56.519313; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 0; 508; 200; 100;  50; [[0, 900], [0, 900]]; 123; 123; 24; 8; 0; 13; 13; 1; ;12 
../data/Video_tracking/190916/20190916_160703748_1BEE_generated_20210611_111022_nn.csv; 3282990644793373777; 2023-03-27 14:13:36.789799; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 0; 508; 200; 100;  50; [[0, 900], [0, 900]]; 123; 123; 24; 8; 0; 13; 13; 1; ;12 
../data/Video_tracking/190916/20190916_160703748_1BEE_generated_20210611_111022_nn.csv; 3282990644793373777; 2023-03-27 15:13:08.955857; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 200; 508; 200; 100;  50; [[0, 900], [0, 900]]; 123; 123; 24; 8; 0; 13; 2; 1; ;12 
../data/Video_tracking/190916/20190916_160703748_1BEE_generated_20210611_111022_nn.csv; 273294897399109140; 2023-04-16 19:40:44.388779; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 43; 90; 508; 200; 100;  50; [[0, 900], [0, 900]]; 123; 123; 24; 8; 0; 13; 2; 1; ;12 
../data/Video_tracking/190916/20190916_160703748_1BEE_generated_20210611_111022_nn.csv; 1695910011231050619; 2023-04-20 12:38:13.147256; False; False; False; 49; 100; 70; 20; 50; 100; 172; 120; 43; 90; 508; 200; 100;  50; [[0, 900], [0, 900]]; 123; 123; 24; 8; 0; 13; 2; 1; ;12 
12
../data/Video_tracking/190916/20190916_163119085_1BEE_generated_20210618_080129_nn.csv; 5537095342118715238; 2023-03-16 02:15:31.215337; False; False; False; 50; 100; 70; 20; 50; 100; ; 120; 49; 0; 508; 200; 100;  50; [[0, 900], [0, 900]]; 748; 748; 445; 120; 0; 31; 29; 1; ;13 
../data/Video_tracking/190916/20190916_163119085_1BEE_generated_20210618_080129_nn.csv; 3282990644793373777; 2023-03-21 17:16:57.393566; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 0; 508; 200; 100;  50; [[0, 900], [0, 900]]; 748; 748; 445; 120; 0; 31; 29; 1; ;13 
../data/Video_tracking/190916/20190916_163119085_1BEE_generated_20210618_080129_nn.csv; 3282990644793373777; 2023-03-27 14:13:37.647644; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 0; 508; 200; 100;  50; [[0, 900], [0, 900]]; 748; 748; 445; 120; 0; 31; 29; 1; ;13 
../data/Video_tracking/190916/20190916_163119085_1BEE_generated_20210618_080129_nn.csv; 3282990644793373777; 2023-03-27 15:17:27.226473; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 49; 200; 508; 200; 100;  50; [[0, 900], [0, 900]]; 748; 748; 445; 120; 0; 31; 12; 1; ;13 
../data/Video_tracking/190916/20190916_163119085_1BEE_generated_20210618_080129_nn.csv; 273294897399109140; 2023-04-16 19:40:45.434076; False; False; False; 49; 100; 70; 20; 50; 100; ; 120; 43; 90; 508; 200; 100;  50; [[0, 900], [0, 900]]; 748; 748; 445; 120; 0; 31; 15; 1; ;13 
